question_id,block_id,contains_gold_fact,attention_mass,rank,policy
Q0051,5,false,0.007557,43,COLD
Q0051,6,false,0.008593,36,COLD
Q0051,7,false,0.010301,29,COLD
Q0051,8,false,0.010230,30,COLD
Q0051,9,false,0.012024,24,WARM
Q0051,10,false,0.013918,18,WARM
Q0051,11,false,0.008878,35,COLD
Q0051,12,false,0.009558,33,COLD
Q0051,13,false,0.007924,39,COLD
Q0051,14,false,0.007791,42,COLD
Q0051,15,false,0.007240,45,COLD
Q0051,16,false,0.011378,27,COLD
Q0051,17,false,0.008140,38,COLD
Q0051,18,false,0.004596,50,COLD
Q0051,19,false,0.004758,49,COLD
Q0051,20,false,0.007485,44,COLD
Q0051,21,false,0.008303,37,COLD
Q0051,22,true,0.109865,2,HOT
Q0051,23,false,0.037162,5,HOT
Q0051,24,false,0.018560,10,HOT
Q0051,25,false,0.015990,15,HOT
Q0051,26,false,0.011924,25,COLD
Q0051,27,false,0.013170,21,WARM
Q0051,28,false,0.012501,22,WARM
Q0051,29,false,0.014327,17,WARM
Q0051,30,false,0.006893,46,COLD
Q0051,31,false,0.012470,23,WARM
Q0051,32,false,0.008885,34,COLD
Q0051,33,false,0.018319,11,HOT
Q0051,34,false,0.010422,28,COLD
Q0051,35,false,0.009830,31,COLD
Q0051,36,false,0.007880,40,COLD
Q0051,37,false,0.009670,32,COLD
Q0051,38,false,0.013918,19,WARM
Q0051,39,false,0.019078,9,HOT
Q0051,40,false,0.013215,20,WARM
Q0051,41,false,0.011589,26,COLD
Q0051,42,false,0.018011,12,HOT
Q0051,43,false,0.015699,16,HOT
Q0051,44,false,0.016488,13,HOT
Q0051,45,false,0.019451,8,HOT
Q0051,46,false,0.023611,7,HOT
Q0051,47,false,0.030491,6,HOT
Q0051,48,false,0.074378,4,HOT
Q0051,49,false,0.158342,1,HOT
Q0052,0,false,0.099798,2,HOT
Q0052,1,false,0.020655,9,HOT
Q0052,2,false,0.010300,32,COLD
Q0052,3,false,0.007283,49,COLD
Q0052,4,false,0.007875,47,COLD
Q0052,5,false,0.010043,35,COLD
Q0052,6,false,0.009407,40,COLD
Q0052,7,false,0.011125,29,COLD
Q0052,8,false,0.010641,31,COLD
Q0052,9,false,0.014991,18,WARM
Q0052,10,false,0.015625,17,WARM
Q0052,11,false,0.009515,39,COLD
Q0052,12,false,0.009218,41,COLD
Q0052,13,false,0.008660,42,COLD
Q0052,14,false,0.008167,45,COLD
Q0052,15,false,0.009789,37,COLD
Q0052,16,false,0.009925,36,COLD
Q0052,17,false,0.008574,44,COLD
Q0052,18,true,0.051381,4,HOT
Q0052,19,false,0.018156,13,HOT
Q0052,20,false,0.007765,48,COLD
Q0052,21,false,0.010159,33,COLD
Q0052,22,false,0.011225,27,COLD
Q0052,23,false,0.015917,16,HOT
Q0052,24,false,0.014540,19,WARM
Q0052,25,false,0.014289,21,WARM
Q0052,26,false,0.011158,28,COLD
Q0052,27,false,0.013561,24,WARM
Q0052,28,false,0.012771,25,COLD
Q0052,29,false,0.012525,26,COLD
Q0052,30,false,0.007057,50,COLD
Q0052,31,false,0.014305,20,WARM
Q0052,32,false,0.007970,46,COLD
Q0052,33,false,0.020498,10,HOT
Q0052,34,false,0.010793,30,COLD
Q0052,35,false,0.010077,34,COLD
Q0052,36,false,0.008601,43,COLD
Q0052,37,false,0.009699,38,COLD
Q0052,38,false,0.013850,23,WARM
Q0052,39,false,0.020002,11,HOT
Q0052,40,false,0.014198,22,WARM
Q0052,41,false,0.030111,6,HOT
Q0052,42,false,0.019703,12,HOT
Q0052,43,false,0.016596,15,HOT
Q0052,44,false,0.016673,14,HOT
Q0052,45,false,0.022883,8,HOT
Q0052,46,false,0.027275,7,HOT
Q0052,47,false,0.032223,5,HOT
Q0052,48,false,0.062811,3,HOT
Q0052,49,false,0.159637,1,HOT
Q0053,0,false,0.096623,2,HOT
Q0053,1,false,0.020147,10,HOT
Q0053,2,false,0.009108,40,COLD
Q0053,3,false,0.007119,49,COLD
Q0053,4,false,0.007970,46,COLD
Q0053,5,false,0.009432,38,COLD
Q0053,6,false,0.009615,36,COLD
Q0053,7,false,0.012224,26,COLD
Q0053,8,false,0.011041,30,COLD
Q0053,9,false,0.012655,24,WARM
Q0053,10,false,0.015281,16,HOT
Q0053,11,false,0.009599,37,COLD
Q0053,12,false,0.008948,42,COLD
Q0053,13,false,0.008159,45,COLD
Q0053,14,false,0.007839,47,COLD
Q0053,15,false,0.007351,48,COLD
Q0053,16,false,0.011583,29,COLD
Q0053,17,false,0.009040,41,COLD
Q0053,18,true,0.058708,4,HOT
Q0053,19,false,0.020194,9,HOT
Q0053,20,false,0.009799,34,COLD
Q0053,21,false,0.009688,35,COLD
Q0053,22,false,0.011865,28,COLD
Q0053,23,false,0.014384,19,WARM
Q0053,24,false,0.014838,17,WARM
Q0053,25,false,0.014474,18,WARM
Q0053,26,false,0.010813,31,COLD
Q0053,27,false,0.012058,27,COLD
Q0053,28,false,0.012652,25,COLD
Q0053,29,false,0.013190,23,WARM
Q0053,30,false,0.006910,50,COLD
Q0053,31,false,0.013400,22,WARM
Q0053,32,false,0.008650,44,COLD
Q0053,33,false,0.020430,8,HOT
Q0053,34,false,0.010194,32,COLD
Q0053,35,false,0.010127,33,COLD
Q0053,36,false,0.008837,43,COLD
Q0053,37,false,0.009243,39,COLD
Q0053,38,false,0.014083,20,WARM
Q0053,39,false,0.019590,11,HOT
Q0053,40,false,0.015365,15,HOT
Q0053,41,false,0.013797,21,WARM
Q0053,42,false,0.017810,12,HOT
Q0053,43,false,0.016722,14,HOT
Q0053,44,false,0.017785,13,HOT
Q0053,45,false,0.022245,7,HOT
Q0053,46,false,0.028212,6,HOT
Q0053,47,false,0.034062,5,HOT
Q0053,48,false,0.069725,3,HOT
Q0053,49,false,0.166415,1,HOT
Q0054,0,false,0.068233,3,HOT
Q0054,1,false,0.011619,26,COLD
Q0054,2,false,0.006249,41,COLD
Q0054,3,false,0.004215,48,COLD
Q0054,4,false,0.005043,46,COLD
Q0054,5,false,0.006394,40,COLD
Q0054,6,false,0.007049,38,COLD
Q0054,7,false,0.008777,31,COLD
Q0054,8,false,0.008000,33,COLD
Q0054,9,false,0.009409,30,COLD
Q0054,10,false,0.011813,25,COLD
Q0054,11,false,0.006662,39,COLD
Q0054,12,false,0.006202,42,COLD
Q0054,13,false,0.005523,43,COLD
Q0054,14,false,0.005502,44,COLD
Q0054,15,false,0.005161,45,COLD
Q0054,16,false,0.007679,34,COLD
Q0054,17,false,0.007258,37,COLD
Q0054,18,false,0.003354,49,COLD
Q0054,19,false,0.003044,50,COLD
Q0054,20,false,0.004897,47,COLD
Q0054,21,false,0.007346,36,COLD
Q0054,22,false,0.008743,32,COLD
Q0054,23,false,0.010912,28,COLD
Q0054,24,false,0.011248,27,COLD
Q0054,25,false,0.014283,18,WARM
Q0054,26,false,0.012297,24,WARM
Q0054,27,false,0.013127,20,WARM
Q0054,28,false,0.017107,14,HOT
Q0054,29,false,0.013069,22,WARM
Q0054,30,false,0.007581,35,COLD
Q0054,31,false,0.013910,19,WARM
Q0054,32,false,0.009878,29,COLD
Q0054,33,false,0.028264,7,HOT
Q0054,34,false,0.015186,17,WARM
Q0054,35,false,0.013097,21,WARM
Q0054,36,true,0.147268,2,HOT
Q0054,37,false,0.033776,5,HOT
Q0054,38,false,0.022809,10,HOT
Q0054,39,false,0.024630,8,HOT
Q0054,40,false,0.016339,16,HOT
Q0054,41,false,0.013001,23,WARM
Q0054,42,false,0.020106,12,HOT
Q0054,43,false,0.017671,13,HOT
Q0054,44,false,0.017089,15,HOT
Q0054,45,false,0.022561,11,HOT
Q0054,46,false,0.023764,9,HOT
Q0054,47,false,0.028583,6,HOT
Q0054,48,false,0.063380,4,HOT
Q0054,49,false,0.150890,1,HOT
Q0055,0,false,0.089924,2,HOT
Q0055,1,false,0.019313,11,HOT
Q0055,2,false,0.009491,34,COLD
Q0055,3,false,0.006410,48,COLD
Q0055,4,false,0.006860,45,COLD
Q0055,5,false,0.009012,37,COLD
Q0055,6,false,0.009459,35,COLD
Q0055,7,false,0.012289,24,WARM
Q0055,8,false,0.010606,29,COLD
Q0055,9,false,0.014779,15,HOT
Q0055,10,false,0.014200,18,WARM
Q0055,11,false,0.010115,31,COLD
Q0055,12,false,0.008968,39,COLD
Q0055,13,false,0.008291,41,COLD
Q0055,14,false,0.008169,43,COLD
Q0055,15,false,0.008034,44,COLD
Q0055,16,true,0.089193,3,HOT
Q0055,17,false,0.024795,7,HOT
Q0055,18,false,0.005698,49,COLD
Q0055,19,false,0.004584,50,COLD
Q0055,20,false,0.006814,46,COLD
Q0055,21,false,0.009222,36,COLD
Q0055,22,false,0.011666,26,COLD
Q0055,23,false,0.013812,22,WARM
Q0055,24,false,0.014006,20,WARM
Q0055,25,false,0.012428,23,WARM
Q0055,26,false,0.009967,32,COLD
Q0055,27,false,0.011455,27,COLD
Q0055,28,false,0.011946,25,COLD
Q0055,29,false,0.010656,28,COLD
Q0055,30,false,0.006487,47,COLD
Q0055,31,false,0.014553,16,HOT
Q0055,32,false,0.009011,38,COLD
Q0055,33,false,0.020911,9,HOT
Q0055,34,false,0.010503,30,COLD
Q0055,35,false,0.009499,33,COLD
Q0055,36,false,0.008233,42,COLD
Q0055,37,false,0.008896,40,COLD
Q0055,38,false,0.014063,19,WARM
Q0055,39,false,0.020045,10,HOT
Q0055,40,false,0.014483,17,WARM
Q0055,41,false,0.013886,21,WARM
Q0055,42,false,0.016481,14,HOT
Q0055,43,false,0.017180,13,HOT
Q0055,44,false,0.017834,12,HOT
Q0055,45,false,0.021583,8,HOT
Q0055,46,false,0.026837,6,HOT
Q0055,47,false,0.031552,5,HOT
Q0055,48,false,0.071128,4,HOT
Q0055,49,false,0.164671,1,HOT
Q0056,0,false,0.106330,2,HOT
Q0056,1,false,0.023756,8,HOT
Q0056,2,false,0.010298,29,COLD
Q0056,3,false,0.007461,43,COLD
Q0056,4,false,0.008977,39,COLD
Q0056,5,false,0.010563,28,COLD
Q0056,6,false,0.009240,37,COLD
Q0056,7,false,0.012677,23,WARM
Q0056,8,false,0.010569,27,COLD
Q0056,9,false,0.013591,19,WARM
Q0056,10,false,0.015260,16,HOT
Q0056,11,true,0.067391,4,HOT
Q0056,12,false,0.022120,9,HOT
Q0056,13,false,0.009316,35,COLD
Q0056,14,false,0.007321,46,COLD
Q0056,15,false,0.006024,48,COLD
Q0056,16,false,0.009770,33,COLD
Q0056,17,false,0.007391,45,COLD
Q0056,18,false,0.004437,49,COLD
Q0056,19,false,0.004041,50,COLD
Q0056,20,false,0.008145,42,COLD
Q0056,21,false,0.008908,40,COLD
Q0056,22,false,0.009173,38,COLD
Q0056,23,false,0.013517,20,WARM
Q0056,24,false,0.012751,21,WARM
Q0056,25,false,0.011482,24,WARM
Q0056,26,false,0.008415,41,COLD
Q0056,27,false,0.011309,26,COLD
Q0056,28,false,0.011479,25,COLD
Q0056,29,false,0.009705,34,COLD
Q0056,30,false,0.006072,47,COLD
Q0056,31,false,0.012696,22,WARM
Q0056,32,false,0.007436,44,COLD
Q0056,33,false,0.019779,11,HOT
Q0056,34,false,0.009786,31,COLD
Q0056,35,false,0.009287,36,COLD
Q0056,36,false,0.009778,32,COLD
Q0056,37,false,0.009966,30,COLD
Q0056,38,false,0.014047,17,WARM
Q0056,39,false,0.019985,10,HOT
Q0056,40,false,0.016059,15,HOT
Q0056,41,false,0.013604,18,WARM
Q0056,42,false,0.019013,12,HOT
Q0056,43,false,0.018271,14,HOT
Q0056,44,false,0.018380,13,HOT
Q0056,45,false,0.023978,7,HOT
Q0056,46,false,0.026558,6,HOT
Q0056,47,false,0.036296,5,HOT
Q0056,48,false,0.071628,3,HOT
Q0056,49,false,0.165966,1,HOT
Q0057,0,false,0.062946,4,HOT
Q0057,1,false,0.011014,21,WARM
Q0057,2,false,0.006117,38,COLD
Q0057,3,false,0.003989,48,COLD
Q0057,4,false,0.004732,46,COLD
Q0057,5,false,0.005579,42,COLD
Q0057,6,false,0.005877,41,COLD
Q0057,7,false,0.008804,30,COLD
Q0057,8,false,0.007551,32,COLD
Q0057,9,false,0.008477,31,COLD
Q0057,10,false,0.009358,29,COLD
Q0057,11,false,0.006208,37,COLD
Q0057,12,false,0.005917,40,COLD
Q0057,13,false,0.004805,44,COLD
Q0057,14,false,0.005306,43,COLD
Q0057,15,false,0.004792,45,COLD
Q0057,16,false,0.007161,33,COLD
Q0057,17,false,0.006415,36,COLD
Q0057,18,false,0.002955,49,COLD
Q0057,19,false,0.002664,50,COLD
Q0057,20,false,0.004485,47,COLD
Q0057,21,false,0.005929,39,COLD
Q0057,22,false,0.006955,34,COLD
Q0057,23,false,0.009917,25,COLD
Q0057,24,false,0.010276,24,WARM
Q0057,25,false,0.011884,20,WARM
Q0057,26,false,0.009522,28,COLD
Q0057,27,false,0.013107,19,WARM
Q0057,28,false,0.016648,14,HOT
Q0057,29,false,0.010621,23,WARM
Q0057,30,false,0.006539,35,COLD
Q0057,31,false,0.014455,17,WARM
Q0057,32,false,0.009875,26,COLD
Q0057,33,false,0.022987,10,HOT
Q0057,34,false,0.013174,18,WARM
Q0057,35,false,0.018447,12,HOT
Q0057,36,false,0.010793,22,WARM
Q0057,37,false,0.009804,27,COLD
Q0057,38,true,0.159756,1,HOT
Q0057,39,false,0.080582,3,HOT
Q0057,40,false,0.024953,8,HOT
Q0057,41,false,0.014820,16,HOT
Q0057,42,false,0.026125,7,HOT
Q0057,43,false,0.017138,13,HOT
Q0057,44,false,0.015518,15,HOT
Q0057,45,false,0.022603,11,HOT
Q0057,46,false,0.024391,9,HOT
Q0057,47,false,0.031346,6,HOT
Q0057,48,false,0.056318,5,HOT
Q0057,49,false,0.140366,2,HOT
Q0058,0,false,0.114958,2,HOT
Q0058,1,false,0.024417,8,HOT
Q0058,2,false,0.012243,21,WARM
Q0058,3,false,0.007046,45,COLD
Q0058,4,false,0.008291,40,COLD
Q0058,5,false,0.010596,26,COLD
Q0058,6,false,0.009249,35,COLD
Q0058,7,false,0.012242,22,WARM
Q0058,8,false,0.010543,27,COLD
Q0058,9,false,0.013344,19,WARM
Q0058,10,true,0.074932,3,HOT
Q0058,11,false,0.024323,9,HOT
Q0058,12,false,0.009627,31,COLD
Q0058,13,false,0.006411,48,COLD
Q0058,14,false,0.007987,41,COLD
Q0058,15,false,0.006697,47,COLD
Q0058,16,false,0.010389,28,COLD
Q0058,17,false,0.007394,43,COLD
Q0058,18,false,0.005025,49,COLD
Q0058,19,false,0.004120,50,COLD
Q0058,20,false,0.007148,44,COLD
Q0058,21,false,0.008423,39,COLD
Q0058,22,false,0.009414,33,COLD
Q0058,23,false,0.011973,23,WARM
Q0058,24,false,0.012251,20,WARM
Q0058,25,false,0.011075,24,WARM
Q0058,26,false,0.009032,36,COLD
Q0058,27,false,0.010058,30,COLD
Q0058,28,false,0.010096,29,COLD
Q0058,29,false,0.009433,32,COLD
Q0058,30,false,0.006876,46,COLD
Q0058,31,false,0.013920,17,WARM
Q0058,32,false,0.007676,42,COLD
Q0058,33,false,0.018612,13,HOT
Q0058,34,false,0.010727,25,COLD
Q0058,35,false,0.009304,34,COLD
Q0058,36,false,0.008463,38,COLD
Q0058,37,false,0.008698,37,COLD
Q0058,38,false,0.013367,18,WARM
Q0058,39,false,0.019313,12,HOT
Q0058,40,false,0.014761,16,HOT
Q0058,41,false,0.029350,6,HOT
Q0058,42,false,0.019734,11,HOT
Q0058,43,false,0.017267,15,HOT
Q0058,44,false,0.017370,14,HOT
Q0058,45,false,0.022492,10,HOT
Q0058,46,false,0.025981,7,HOT
Q0058,47,false,0.033230,5,HOT
Q0058,48,false,0.067462,4,HOT
Q0058,49,false,0.156661,1,HOT
Q0059,0,false,0.108915,2,HOT
Q0059,1,false,0.023463,8,HOT
Q0059,2,false,0.010385,28,COLD
Q0059,3,false,0.006684,46,COLD
Q0059,4,false,0.006894,45,COLD
Q0059,5,false,0.010111,33,COLD
Q0059,6,false,0.010191,31,COLD
Q0059,7,false,0.012922,19,WARM
Q0059,8,false,0.011325,25,COLD
Q0059,9,false,0.013280,17,WARM
Q0059,10,true,0.074510,4,HOT
Q0059,11,false,0.023929,7,HOT
Q0059,12,false,0.010080,34,COLD
Q0059,13,false,0.007403,42,COLD
Q0059,14,false,0.007431,41,COLD
Q0059,15,false,0.006941,44,COLD
Q0059,16,false,0.009113,37,COLD
Q0059,17,false,0.007252,43,COLD
Q0059,18,false,0.003953,50,COLD
Q0059,19,false,0.005128,49,COLD
Q0059,20,false,0.006306,47,COLD
Q0059,21,false,0.010291,30,COLD
Q0059,22,false,0.010783,27,COLD
Q0059,23,false,0.012464,22,WARM
Q0059,24,false,0.012849,20,WARM
Q0059,25,false,0.011529,23,WARM
Q0059,26,false,0.009253,36,COLD
Q0059,27,false,0.010135,32,COLD
Q0059,28,false,0.011081,26,COLD
Q0059,29,false,0.010330,29,COLD
Q0059,30,false,0.005858,48,COLD
Q0059,31,false,0.013487,16,HOT
Q0059,32,false,0.007757,40,COLD
Q0059,33,false,0.018186,11,HOT
Q0059,34,false,0.009286,35,COLD
Q0059,35,false,0.011443,24,WARM
Q0059,36,false,0.008475,39,COLD
Q0059,37,false,0.008855,38,COLD
Q0059,38,false,0.013193,18,WARM
Q0059,39,false,0.020328,10,HOT
Q0059,40,false,0.014105,15,HOT
Q0059,41,false,0.012702,21,WARM
Q0059,42,false,0.017494,13,HOT
Q0059,43,false,0.016979,14,HOT
Q0059,44,false,0.017552,12,HOT
Q0059,45,false,0.020967,9,HOT
Q0059,46,false,0.027148,6,HOT
Q0059,47,false,0.032707,5,HOT
Q0059,48,false,0.083152,3,HOT
Q0059,49,false,0.165396,1,HOT
Q0060,0,false,0.084251,3,HOT
Q0060,1,false,0.016412,15,HOT
Q0060,2,false,0.008439,40,COLD
Q0060,3,false,0.005842,48,COLD
Q0060,4,false,0.006953,47,COLD
Q0060,5,false,0.007665,43,COLD
Q0060,6,false,0.009335,33,COLD
Q0060,7,false,0.010546,29,COLD
Q0060,8,false,0.009546,32,COLD
Q0060,9,false,0.013214,23,WARM
Q0060,10,false,0.013736,20,WARM
Q0060,11,false,0.008950,37,COLD
Q0060,12,false,0.008211,41,COLD
Q0060,13,false,0.009294,34,COLD
Q0060,14,false,0.007221,45,COLD
Q0060,15,false,0.007429,44,COLD
Q0060,16,false,0.009976,30,COLD
Q0060,17,false,0.007923,42,COLD
Q0060,18,false,0.004146,50,COLD
Q0060,19,false,0.004301,49,COLD
Q0060,20,false,0.007088,46,COLD
Q0060,21,true,0.086304,2,HOT
Q0060,22,false,0.036331,5,HOT
Q0060,23,false,0.017337,14,HOT
Q0060,24,false,0.015538,16,HOT
Q0060,25,false,0.013273,22,WARM
Q0060,26,false,0.010814,28,COLD
Q0060,27,false,0.013601,21,WARM
Q0060,28,false,0.012452,26,COLD
Q0060,29,false,0.012933,25,COLD
Q0060,30,false,0.008740,38,COLD
Q0060,31,false,0.013140,24,WARM
Q0060,32,false,0.009109,35,COLD
Q0060,33,false,0.018896,11,HOT
Q0060,34,false,0.011299,27,COLD
Q0060,35,false,0.009613,31,COLD
Q0060,36,false,0.008536,39,COLD
Q0060,37,false,0.009029,36,COLD
Q0060,38,false,0.013870,19,WARM
Q0060,39,false,0.018451,12,HOT
Q0060,40,false,0.014811,18,WARM
Q0060,41,false,0.026894,7,HOT
Q0060,42,false,0.019815,10,HOT
Q0060,43,false,0.015266,17,WARM
Q0060,44,false,0.017409,13,HOT
Q0060,45,false,0.021855,9,HOT
Q0060,46,false,0.025253,8,HOT
Q0060,47,false,0.032895,6,HOT
Q0060,48,false,0.065814,4,HOT
Q0060,49,false,0.160246,1,HOT
Q0061,0,false,0.097972,2,HOT
Q0061,1,false,0.021086,9,HOT
Q0061,2,false,0.010100,34,COLD
Q0061,3,false,0.006763,47,COLD
Q0061,4,false,0.007617,46,COLD
Q0061,5,false,0.008605,42,COLD
Q0061,6,false,0.009642,37,COLD
Q0061,7,false,0.011494,27,COLD
Q0061,8,false,0.010232,33,COLD
Q0061,9,false,0.013030,22,WARM
Q0061,10,false,0.014278,15,HOT
Q0061,11,false,0.010581,32,COLD
Q0061,12,false,0.009514,38,COLD
Q0061,13,false,0.008395,43,COLD
Q0061,14,false,0.008689,41,COLD
Q0061,15,false,0.008089,44,COLD
Q0061,16,false,0.009866,36,COLD
Q0061,17,true,0.088896,3,HOT
Q0061,18,false,0.018644,12,HOT
Q0061,19,false,0.006243,50,COLD
Q0061,20,false,0.006457,48,COLD
Q0061,21,false,0.011216,29,COLD
Q0061,22,false,0.011049,30,COLD
Q0061,23,false,0.012582,23,WARM
Q0061,24,false,0.013619,18,WARM
Q0061,25,false,0.012357,24,WARM
Q0061,26,false,0.011365,28,COLD
Q0061,27,false,0.012202,25,COLD
Q0061,28,false,0.011506,26,COLD
Q0061,29,false,0.013341,20,WARM
Q0061,30,false,0.006250,49,COLD
Q0061,31,false,0.013227,21,WARM
Q0061,32,false,0.007974,45,COLD
Q0061,33,false,0.019696,11,HOT
Q0061,34,false,0.010783,31,COLD
Q0061,35,false,0.009988,35,COLD
Q0061,36,false,0.008719,40,COLD
Q0061,37,false,0.009076,39,COLD
Q0061,38,false,0.013988,17,WARM
Q0061,39,false,0.019776,10,HOT
Q0061,40,false,0.014107,16,HOT
Q0061,41,false,0.013564,19,WARM
Q0061,42,false,0.024331,6,HOT
Q0061,43,false,0.016002,13,HOT
Q0061,44,false,0.015799,14,HOT
Q0061,45,false,0.021276,8,HOT
Q0061,46,false,0.024195,7,HOT
Q0061,47,false,0.038244,5,HOT
Q0061,48,false,0.063238,4,HOT
Q0061,49,false,0.154333,1,HOT
Q0062,0,false,0.065222,4,HOT
Q0062,1,false,0.011500,27,COLD
Q0062,2,false,0.006184,42,COLD
Q0062,3,false,0.004017,48,COLD
Q0062,4,false,0.005431,45,COLD
Q0062,5,false,0.006580,39,COLD
Q0062,6,false,0.007118,35,COLD
Q0062,7,false,0.009450,31,COLD
Q0062,8,false,0.007911,33,COLD
Q0062,9,false,0.009160,32,COLD
Q0062,10,false,0.010600,29,COLD
Q0062,11,false,0.006954,36,COLD
Q0062,12,false,0.006733,37,COLD
Q0062,13,false,0.005704,43,COLD
Q0062,14,false,0.005471,44,COLD
Q0062,15,false,0.005161,47,COLD
Q0062,16,false,0.007910,34,COLD
Q0062,17,false,0.006246,41,COLD
Q0062,18,false,0.003556,49,COLD
Q0062,19,false,0.003338,50,COLD
Q0062,20,false,0.005209,46,COLD
Q0062,21,false,0.006279,40,COLD
Q0062,22,false,0.009719,30,COLD
Q0062,23,false,0.011943,25,COLD
Q0062,24,false,0.012012,23,WARM
Q0062,25,false,0.013497,21,WARM
Q0062,26,false,0.011989,24,WARM
Q0062,27,false,0.013961,20,WARM
Q0062,28,false,0.014763,17,WARM
Q0062,29,false,0.012771,22,WARM
Q0062,30,false,0.006701,38,COLD
Q0062,31,false,0.014915,16,HOT
Q0062,32,false,0.010777,28,COLD
Q0062,33,false,0.021709,10,HOT
Q0062,34,false,0.015893,15,HOT
Q0062,35,false,0.014162,19,WARM
Q0062,36,false,0.011849,26,COLD
Q0062,37,true,0.111807,2,HOT
Q0062,38,false,0.059503,5,HOT
Q0062,39,false,0.034375,6,HOT
Q0062,40,false,0.020706,11,HOT
Q0062,41,false,0.014700,18,WARM
Q0062,42,false,0.020504,12,HOT
Q0062,43,false,0.017873,13,HOT
Q0062,44,false,0.017022,14,HOT
Q0062,45,false,0.023721,8,HOT
Q0062,46,false,0.023718,9,HOT
Q0062,47,false,0.030432,7,HOT
Q0062,48,false,0.076560,3,HOT
Q0062,49,false,0.146684,1,HOT
Q0063,0,false,0.071539,3,HOT
Q0063,1,false,0.014383,18,WARM
Q0063,2,false,0.007305,42,COLD
Q0063,3,false,0.005078,48,COLD
Q0063,4,false,0.005949,47,COLD
Q0063,5,false,0.007265,43,COLD
Q0063,6,false,0.007176,44,COLD
Q0063,7,false,0.009426,31,COLD
Q0063,8,false,0.008962,34,COLD
Q0063,9,false,0.011100,26,COLD
Q0063,10,false,0.013993,20,WARM
Q0063,11,false,0.008450,36,COLD
Q0063,12,false,0.008105,37,COLD
Q0063,13,false,0.006942,45,COLD
Q0063,14,false,0.006089,46,COLD
Q0063,15,false,0.007801,39,COLD
Q0063,16,false,0.010419,29,COLD
Q0063,17,false,0.007872,38,COLD
Q0063,18,false,0.004030,50,COLD
Q0063,19,false,0.004182,49,COLD
Q0063,20,false,0.007321,41,COLD
Q0063,21,false,0.009957,30,COLD
Q0063,22,false,0.011065,27,COLD
Q0063,23,false,0.014665,17,WARM
Q0063,24,false,0.013521,23,WARM
Q0063,25,true,0.125809,2,HOT
Q0063,26,false,0.038476,5,HOT
Q0063,27,false,0.017812,11,HOT
Q0063,28,false,0.014067,19,WARM
Q0063,29,false,0.011271,25,COLD
Q0063,30,false,0.007686,40,COLD
Q0063,31,false,0.016979,12,HOT
Q0063,32,false,0.009365,32,COLD
Q0063,33,false,0.021002,9,HOT
Q0063,34,false,0.010882,28,COLD
Q0063,35,false,0.011710,24,WARM
Q0063,36,false,0.008865,35,COLD
Q0063,37,false,0.009197,33,COLD
Q0063,38,false,0.013807,21,WARM
Q0063,39,false,0.020481,10,HOT
Q0063,40,false,0.013614,22,WARM
Q0063,41,false,0.016862,14,HOT
Q0063,42,false,0.016887,13,HOT
Q0063,43,false,0.015704,16,HOT
Q0063,44,false,0.016317,15,HOT
Q0063,45,false,0.034883,6,HOT
Q0063,46,false,0.025165,8,HOT
Q0063,47,false,0.030805,7,HOT
Q0063,48,false,0.057569,4,HOT
Q0063,49,false,0.152190,1,HOT
Q0064,0,false,0.067420,3,HOT
Q0064,1,false,0.011797,24,WARM
Q0064,2,false,0.005979,42,COLD
Q0064,3,false,0.004453,48,COLD
Q0064,4,false,0.004923,47,COLD
Q0064,5,false,0.006242,40,COLD
Q0064,6,false,0.006668,38,COLD
Q0064,7,false,0.008845,31,COLD
Q0064,8,false,0.007938,34,COLD
Q0064,9,false,0.009935,30,COLD
Q0064,10,false,0.010350,29,COLD
Q0064,11,false,0.006376,39,COLD
Q0064,12,false,0.006214,41,COLD
Q0064,13,false,0.005474,43,COLD
Q0064,14,false,0.005114,46,COLD
Q0064,15,false,0.005361,44,COLD
Q0064,16,false,0.007965,33,COLD
Q0064,17,false,0.006687,37,COLD
Q0064,18,false,0.003351,49,COLD
Q0064,19,false,0.002911,50,COLD
Q0064,20,false,0.005252,45,COLD
Q0064,21,false,0.006910,36,COLD
Q0064,22,false,0.008558,32,COLD
Q0064,23,false,0.011604,26,COLD
Q0064,24,false,0.012808,21,WARM
Q0064,25,false,0.011690,25,COLD
Q0064,26,false,0.012480,23,WARM
Q0064,27,false,0.014654,19,WARM
Q0064,28,false,0.017064,14,HOT
Q0064,29,false,0.011490,27,COLD
Q0064,30,false,0.006948,35,COLD
Q0064,31,false,0.014138,20,WARM
Q0064,32,false,0.011092,28,COLD
Q0064,33,false,0.026760,9,HOT
Q0064,34,false,0.016248,16,HOT
Q0064,35,false,0.014999,18,WARM
Q0064,36,false,0.012695,22,WARM
Q0064,37,true,0.109879,2,HOT
Q0064,38,false,0.057997,4,HOT
Q0064,39,false,0.038232,6,HOT
Q0064,40,false,0.021892,11,HOT
Q0064,41,false,0.015874,17,WARM
Q0064,42,false,0.028580,8,HOT
Q0064,43,false,0.016766,15,HOT
Q0064,44,false,0.017546,13,HOT
Q0064,45,false,0.020836,12,HOT
Q0064,46,false,0.025147,10,HOT
Q0064,47,false,0.033324,7,HOT
Q0064,48,false,0.057930,5,HOT
Q0064,49,false,0.146603,1,HOT
Q0065,0,false,0.091998,2,HOT
Q0065,1,false,0.019144,13,HOT
Q0065,2,false,0.009781,36,COLD
