question_id,category,mode,expected,answer,exact_match,numeric_preservation,gold_recall,active_truth,kept_blocks,input_tokens,ttft_ms
Q0287,C,predictor,04 July 2027,04 July 2027,True,True,True,True,14,1586,2092.1841000017594
Q0287,C,random,04 July 2027,15 April 2026,False,False,False,False,14,1662,6595.934700002545
Q0287,C,dense,04 July 2027,04 July 2027,True,True,True,True,14,1596,2057.962300001236
Q0287,C,hybrid,04 July 2027,04 July 2027,True,True,True,True,14,1596,1988.5682000021916
Q0013,A,predictor,16 April 2027,16 April 2027,True,True,True,True,13,1546,1971.1795999974129
Q0013,A,random,16 April 2027,16 April 2027,True,True,True,True,13,1558,2013.7154000040027
Q0013,A,dense,16 April 2027,16 April 2027,True,True,True,True,13,1564,1986.3709000055678
Q0013,A,hybrid,16 April 2027,16 April 2027,True,True,True,True,13,1564,1987.0070999968448
Q0308,D,predictor,"02 October 2027 and $135,000",02 October 2027,False,False,True,False,14,1594,2212.480999995023
Q0308,D,random,"02 October 2027 and $135,000",02 October 2027,False,False,False,False,14,1675,6641.69640000182
Q0308,D,dense,"02 October 2027 and $135,000","02 October 2027, $135,000",False,True,True,False,14,1615,3457.024299998011
Q0308,D,hybrid,"02 October 2027 and $135,000","02 October 2027, $135,000",False,True,True,False,14,1615,2769.6403000009013
Q0258,C,predictor,10 July 2027,10 July 2027,True,True,True,True,14,1579,2051.532600002247
Q0258,C,random,10 July 2027,,False,False,False,False,14,1744,5981.804299997748
Q0258,C,dense,10 July 2027,10 July 2027,True,True,True,True,14,1599,2311.209899999085
Q0258,C,hybrid,10 July 2027,10 July 2027,True,True,True,True,14,1599,1986.2091999966651
Q0119,B,predictor,27 March 2027,27 March 2027,True,True,True,True,14,1664,6591.35360000073
Q0119,B,random,27 March 2027,,False,False,False,False,14,1743,5882.316800001718
Q0119,B,dense,27 March 2027,27 March 2027,True,True,True,True,14,1674,6602.862899999309
Q0119,B,hybrid,27 March 2027,27 March 2027,True,True,True,True,14,1674,6609.171300005983
Q0111,B,predictor,18 September 2027,18 September 2027,True,True,True,True,12,1425,1982.2099000011804
Q0111,B,random,18 September 2027,,False,False,False,False,12,1512,1113.0950000006123
Q0111,B,dense,18 September 2027,18 September 2027,True,True,True,True,12,1436,1955.257800000254
Q0111,B,hybrid,18 September 2027,18 September 2027,True,True,True,True,12,1436,1979.2020999957458
Q0047,A,predictor,15 January 2027,15 January 2027,True,True,True,True,12,1428,2066.770200006431
Q0047,A,random,15 January 2027,,False,False,False,False,12,1512,1731.8529999974999
Q0047,A,dense,15 January 2027,15 January 2027,True,True,True,True,12,1453,1951.472200002172
Q0047,A,hybrid,15 January 2027,15 January 2027,True,True,True,True,12,1453,1955.3526999952737
Q0015,A,predictor,05 April 2027,05 April 2027,True,True,True,True,13,1544,1973.977500005276
Q0015,A,random,05 April 2027,,False,False,False,False,13,1624,5519.653600000311
Q0015,A,dense,05 April 2027,05 April 2027,True,True,True,True,13,1571,2001.9704999940586
Q0015,A,hybrid,05 April 2027,05 April 2027,True,True,True,True,13,1571,1853.9225999993505
Q0016,A,predictor,14 November 2027,14 November 2027,True,True,True,True,13,1543,1980.6582999954117
Q0016,A,random,14 November 2027,14 November 2027,True,True,True,True,13,1538,1989.1433000011602
Q0016,A,dense,14 November 2027,14 November 2027,True,True,True,True,13,1560,2140.816099999938
Q0016,A,hybrid,14 November 2027,14 November 2027,True,True,True,True,13,1560,1996.9167000017478
Q0216,C,predictor,27 April 2027,27 April 2027,True,True,True,True,14,1580,1978.7696999992477
Q0216,C,random,27 April 2027,27 April 2027,True,True,True,True,14,1674,6704.844500003674
Q0216,C,dense,27 April 2027,27 April 2027,True,True,True,True,14,1598,1983.6207999978797
Q0216,C,hybrid,27 April 2027,27 April 2027,True,True,True,True,14,1598,2150.142800004687
Q0302,D,predictor,"17 January 2027 and $965,000",17 January 2027,False,False,True,False,14,1588,2000.1962999958778
Q0302,D,random,"17 January 2027 and $965,000",17 January 2027,False,False,True,False,14,1602,1986.5582000056747
Q0302,D,dense,"17 January 2027 and $965,000",17 January 2027,False,False,True,False,14,1596,1984.3216000008397
Q0302,D,hybrid,"17 January 2027 and $965,000",17 January 2027,False,False,True,False,14,1596,2130.3432999993674
Q0044,A,predictor,14 June 2027,14 June 2027,True,True,True,True,13,1538,2191.4757000049576
Q0044,A,random,14 June 2027,,False,False,False,False,13,1622,6166.487700000289
Q0044,A,dense,14 June 2027,14 June 2027,True,True,True,True,13,1550,2120.672899996862
Q0044,A,hybrid,14 June 2027,14 June 2027,True,True,True,True,13,1550,2139.136099998723
Q0279,C,predictor,03 September 2027,03 September 2027,True,True,True,True,14,1578,1994.266100002278
Q0279,C,random,03 September 2027,05 March 2026,False,False,False,False,14,1659,6559.866800002055
Q0279,C,dense,03 September 2027,03 September 2027,True,True,True,True,14,1590,2274.468399999023
Q0279,C,hybrid,03 September 2027,03 September 2027,True,True,True,True,14,1590,2041.455099999439
Q0456,E,predictor,18 August 2027,18 August 2027,True,True,True,True,15,1523,1933.713099999295
Q0456,E,random,18 August 2027,18 August 2027,True,True,True,True,15,1726,6841.79949999816
Q0456,E,dense,18 August 2027,18 August 2027,True,True,True,True,15,1533,1944.840899996052
Q0456,E,hybrid,18 August 2027,18 August 2027,True,True,True,True,15,1533,1946.6568999996525
Q0496,E,predictor,02 December 2027,02 December 2027,True,True,True,True,16,1622,6442.621700000018
Q0496,E,random,02 December 2027,16 December 2027,False,False,False,False,16,1901,7033.31170000456
Q0496,E,dense,02 December 2027,02 December 2027,True,True,True,True,16,1631,6464.487199998985
Q0496,E,hybrid,02 December 2027,02 December 2027,True,True,True,True,16,1631,6677.557300004992
Q0346,D,predictor,"05 August 2027 and $975,000","$975,000",False,False,True,False,13,1475,1883.0305000010412
Q0346,D,random,"05 August 2027 and $975,000",,False,False,False,False,13,1620,5518.329999998969
Q0346,D,dense,"05 August 2027 and $975,000","$975,000",False,False,True,False,13,1499,2032.1856000009575
Q0346,D,hybrid,"05 August 2027 and $975,000","$975,000",False,False,True,False,13,1499,1891.4474999983213
Q0052,A,predictor,25 February 2027,25 February 2027,True,True,True,True,13,1548,2012.5343000036082
Q0052,A,random,25 February 2027,,False,False,False,False,13,1627,5566.86589999299
Q0052,A,dense,25 February 2027,25 February 2027,True,True,True,True,13,1566,2089.167999998608
Q0052,A,hybrid,25 February 2027,25 February 2027,True,True,True,True,13,1566,2029.574699998193
Q0377,D,predictor,"11 June 2027 and $951,000","$951,000",False,False,True,False,13,1475,1879.951599999913
Q0377,D,random,"11 June 2027 and $951,000","$951,000",False,False,True,False,13,1499,1891.7214999964926
Q0377,D,dense,"11 June 2027 and $951,000","$951,000",False,False,True,False,13,1496,1889.8434999937308
Q0377,D,hybrid,"11 June 2027 and $951,000","$951,000",False,False,True,False,13,1496,1986.9547999987844
Q0071,A,predictor,08 December 2027,08 December 2027,True,True,True,True,13,1542,2138.172699997085
Q0071,A,random,08 December 2027,08 December 2027,True,True,True,True,13,1555,2048.824900004547
Q0071,A,dense,08 December 2027,08 December 2027,True,True,True,True,13,1543,2144.959600002039
Q0071,A,hybrid,08 December 2027,08 December 2027,True,True,True,True,13,1543,2040.4816000009305
Q0114,B,predictor,07 March 2027,07 March 2027,True,True,True,True,13,1536,1964.029800001299
Q0114,B,random,07 March 2027,07 March 2027,True,True,True,True,13,1554,2381.0861999954795
Q0114,B,dense,07 March 2027,07 March 2027,True,True,True,True,13,1550,2049.784399998316
Q0114,B,hybrid,07 March 2027,07 March 2027,True,True,True,True,13,1550,2078.0455999993137
Q0125,B,predictor,17 August 2027,17 August 2027,True,True,True,True,13,1550,2286.694399997941
Q0125,B,random,17 August 2027,,False,False,False,False,13,1627,5538.728500003344
Q0125,B,dense,17 August 2027,17 August 2027,True,True,True,True,13,1558,2021.6330999974161
Q0125,B,hybrid,17 August 2027,17 August 2027,True,True,True,True,13,1558,2077.6592000038363
Q0140,B,predictor,14 October 2027,14 October 2027,True,True,True,True,15,1767,7308.017499999551
Q0140,B,random,14 October 2027,,False,False,False,False,15,1861,6469.031500004348
Q0140,B,dense,14 October 2027,14 October 2027,True,True,True,True,15,1791,7048.007499994128
Q0140,B,hybrid,14 October 2027,14 October 2027,True,True,True,True,15,1791,6947.086699998181
Q0379,D,predictor,"15 March 2027 and $383,000",15 March 2027,False,False,True,False,13,1475,1952.748799994879
Q0379,D,random,"15 March 2027 and $383,000",,False,False,False,False,13,1623,5523.795699999027
Q0379,D,dense,"15 March 2027 and $383,000","15 March 2027, $383,000",False,True,True,False,13,1495,2653.888900000311
Q0379,D,hybrid,"15 March 2027 and $383,000","15 March 2027, $383,000",False,True,True,False,13,1495,3075.002699995821
Q0012,A,predictor,22 June 2027,22 June 2027,True,True,True,True,13,1538,2016.7849999997998
Q0012,A,random,22 June 2027,,False,False,False,False,13,1631,5666.715500003193
Q0012,A,dense,22 June 2027,22 June 2027,True,True,True,True,13,1556,2034.9365999936708
Q0012,A,hybrid,22 June 2027,22 June 2027,True,True,True,True,13,1556,2023.56200000213
Q0057,A,predictor,20 January 2027,20 January 2027,True,True,True,True,13,1539,2145.567299994582
Q0057,A,random,20 January 2027,,False,False,False,False,13,1631,5946.791899994423
Q0057,A,dense,20 January 2027,20 January 2027,True,True,True,True,13,1552,1929.6566999983042
Q0057,A,hybrid,20 January 2027,20 January 2027,True,True,True,True,13,1552,1917.0579000056023
Q0327,D,predictor,"28 July 2027 and $672,000",28 July 2027,False,False,True,False,15,1702,6588.944700000866
Q0327,D,random,"28 July 2027 and $672,000",28 July 2027,False,False,False,False,15,1783,6824.466099998972
Q0327,D,dense,"28 July 2027 and $672,000","28 July 2027, $672,000",False,True,True,False,15,1721,7222.871899997699
Q0327,D,hybrid,"28 July 2027 and $672,000","28 July 2027, $672,000",False,True,True,False,15,1721,7387.24579999689
